parcel_id_clean,key_scope,parcel_id_type,parcel_display,n_findings,volumes,recommendations,record_ids
KAPSITA_MOLO::581,local,plot,"Plot 581, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2683
KAPSITA_MOLO::582,local,plot,"Plot 582, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2684
KAPSITA_MOLO::583,local,plot,"Plot 583, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2685
KAPSITA_MOLO::584,local,plot,"Plot 584, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2686
KAPSITA_MOLO::585,local,plot,"Plot 585, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2687
KAPSITA_MOLO::586,local,plot,"Plot 586, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2688
KAPSITA_MOLO::587,local,plot,"Plot 587, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2689
KAPSITA_MOLO::588,local,plot,"Plot 588, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2690
KAPSITA_MOLO::589,local,plot,"Plot 589, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2691
KAPSITA_MOLO::59,local,plot,"Plot 59, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2018|annex_07_nakuru_kapsita_molo_forest_excision_2019
KAPSITA_MOLO::590,local,plot,"Plot 590, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2692
KAPSITA_MOLO::591,local,plot,"Plot 591, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2693
KAPSITA_MOLO::592,local,plot,"Plot 592, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2694
KAPSITA_MOLO::593,local,plot,"Plot 593, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2696
KAPSITA_MOLO::594,local,plot,"Plot 594, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2697
KAPSITA_MOLO::595,local,plot,"Plot 595, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2698
KAPSITA_MOLO::596,local,plot,"Plot 596, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2699
KAPSITA_MOLO::597,local,plot,"Plot 597, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2700
KAPSITA_MOLO::598,local,plot,"Plot 598, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2701
KAPSITA_MOLO::599,local,plot,"Plot 599, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2702
KAPSITA_MOLO::6,local,plot,"Plot 6, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_1956
KAPSITA_MOLO::60,local,plot,"Plot 60, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2020
KAPSITA_MOLO::600,local,plot,"Plot 600, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2703
KAPSITA_MOLO::601,local,plot,"Plot 601, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2704
KAPSITA_MOLO::608,local,plot,"Plot 608, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2706
KAPSITA_MOLO::61,local,plot,"Plot 61, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2021
KAPSITA_MOLO::610,local,plot,"Plot 610, Kapsita Molo Forest Excision Scheme",3,2,,annex_07_nakuru_kapsita_molo_forest_excision_2707|annex_07_nakuru_kapsita_molo_forest_excision_2708|annex_07_nakuru_kapsita_molo_forest_excision_2709
KAPSITA_MOLO::611,local,plot,"Plot 611, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2710
KAPSITA_MOLO::612,local,plot,"Plot 612, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2711
KAPSITA_MOLO::613,local,plot,"Plot 613, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2712
KAPSITA_MOLO::614,local,plot,"Plot 614, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2713
KAPSITA_MOLO::615,local,plot,"Plot 615, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2714
KAPSITA_MOLO::616,local,plot,"Plot 616, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2715|annex_07_nakuru_kapsita_molo_forest_excision_2716
KAPSITA_MOLO::617,local,plot,"Plot 617, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2717
KAPSITA_MOLO::618,local,plot,"Plot 618, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2718
KAPSITA_MOLO::619,local,plot,"Plot 619, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2719
KAPSITA_MOLO::62,local,plot,"Plot 62, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2022
KAPSITA_MOLO::620,local,plot,"Plot 620, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2720
KAPSITA_MOLO::621,local,plot,"Plot 621, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2721
KAPSITA_MOLO::622,local,plot,"Plot 622, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2722
KAPSITA_MOLO::623,local,plot,"Plot 623, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2723
KAPSITA_MOLO::624,local,plot,"Plot 624, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2724
KAPSITA_MOLO::625,local,plot,"Plot 625, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2725
KAPSITA_MOLO::626,local,plot,"Plot 626, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2726
KAPSITA_MOLO::627,local,plot,"Plot 627, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2727
KAPSITA_MOLO::628,local,plot,"Plot 628, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2728
KAPSITA_MOLO::629,local,plot,"Plot 629, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2729
KAPSITA_MOLO::63,local,plot,"Plot 63, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2023
KAPSITA_MOLO::630,local,plot,"Plot 630, Kapsita Molo Forest Excision Scheme",3,2,,annex_07_nakuru_kapsita_molo_forest_excision_2730|annex_07_nakuru_kapsita_molo_forest_excision_2731|annex_07_nakuru_kapsita_molo_forest_excision_2732
KAPSITA_MOLO::631,local,plot,"Plot 631, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2733
KAPSITA_MOLO::632,local,plot,"Plot 632, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2734
KAPSITA_MOLO::633,local,plot,"Plot 633, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2735
KAPSITA_MOLO::634,local,plot,"Plot 634, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2736|annex_07_nakuru_kapsita_molo_forest_excision_2737
KAPSITA_MOLO::635,local,plot,"Plot 635, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2738
KAPSITA_MOLO::636,local,plot,"Plot 636, Kapsita Molo Forest Excision Scheme",6,2,,annex_07_nakuru_kapsita_molo_forest_excision_2739|annex_07_nakuru_kapsita_molo_forest_excision_2740|annex_07_nakuru_kapsita_molo_forest_excision_2741|annex_07_nakuru_kapsita_molo_forest_excision_2742|annex_07_nakuru_kapsita_molo_forest_excision_2743|annex_07_nakuru_kapsita_molo_forest_excision_2744
KAPSITA_MOLO::637,local,plot,"Plot 637, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2745|annex_07_nakuru_kapsita_molo_forest_excision_2746
KAPSITA_MOLO::638,local,plot,"Plot 638, Kapsita Molo Forest Excision Scheme",6,2,,annex_07_nakuru_kapsita_molo_forest_excision_2747|annex_07_nakuru_kapsita_molo_forest_excision_2748|annex_07_nakuru_kapsita_molo_forest_excision_2749|annex_07_nakuru_kapsita_molo_forest_excision_2750|annex_07_nakuru_kapsita_molo_forest_excision_2751|annex_07_nakuru_kapsita_molo_forest_excision_2752
KAPSITA_MOLO::639,local,plot,"Plot 639, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2753|annex_07_nakuru_kapsita_molo_forest_excision_2754
KAPSITA_MOLO::64,local,plot,"Plot 64, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2024
KAPSITA_MOLO::640,local,plot,"Plot 640, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2755
KAPSITA_MOLO::641,local,plot,"Plot 641, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2756
KAPSITA_MOLO::642,local,plot,"Plot 642, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2757
KAPSITA_MOLO::643,local,plot,"Plot 643, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2758
KAPSITA_MOLO::644,local,plot,"Plot 644, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2759
KAPSITA_MOLO::645,local,plot,"Plot 645, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2760|annex_07_nakuru_kapsita_molo_forest_excision_2761
KAPSITA_MOLO::646,local,plot,"Plot 646, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2762
KAPSITA_MOLO::647,local,plot,"Plot 647, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2763
KAPSITA_MOLO::648,local,plot,"Plot 648, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2764|annex_07_nakuru_kapsita_molo_forest_excision_2765
KAPSITA_MOLO::649,local,plot,"Plot 649, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2766
KAPSITA_MOLO::65,local,plot,"Plot 65, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2025
KAPSITA_MOLO::650,local,plot,"Plot 650, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2767|annex_07_nakuru_kapsita_molo_forest_excision_2768
KAPSITA_MOLO::651,local,plot,"Plot 651, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2769
KAPSITA_MOLO::652,local,plot,"Plot 652, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2770|annex_07_nakuru_kapsita_molo_forest_excision_2771
KAPSITA_MOLO::653,local,plot,"Plot 653, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2772|annex_07_nakuru_kapsita_molo_forest_excision_2773
KAPSITA_MOLO::654,local,plot,"Plot 654, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2774|annex_07_nakuru_kapsita_molo_forest_excision_2775
KAPSITA_MOLO::655,local,plot,"Plot 655, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2776|annex_07_nakuru_kapsita_molo_forest_excision_2777
KAPSITA_MOLO::656,local,plot,"Plot 656, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2778
KAPSITA_MOLO::657,local,plot,"Plot 657, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2779|annex_07_nakuru_kapsita_molo_forest_excision_2780
KAPSITA_MOLO::658,local,plot,"Plot 658, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2781|annex_07_nakuru_kapsita_molo_forest_excision_2782
KAPSITA_MOLO::659,local,plot,"Plot 659, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2783
KAPSITA_MOLO::66,local,plot,"Plot 66, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2028
KAPSITA_MOLO::660,local,plot,"Plot 660, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2784
KAPSITA_MOLO::67,local,plot,"Plot 67, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2029
KAPSITA_MOLO::672,local,plot,"Plot 672, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2786
KAPSITA_MOLO::68,local,plot,"Plot 68, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2033
KAPSITA_MOLO::69,local,plot,"Plot 69, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2035
KAPSITA_MOLO::7,local,plot,"Plot 7, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_1957
KAPSITA_MOLO::70,local,plot,"Plot 70, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2036
KAPSITA_MOLO::71,local,plot,"Plot 71, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2037
KAPSITA_MOLO::72,local,plot,"Plot 72, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2038
KAPSITA_MOLO::73,local,plot,"Plot 73, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2039
KAPSITA_MOLO::74,local,plot,"Plot 74, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2040
KAPSITA_MOLO::75,local,plot,"Plot 75, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2041
KAPSITA_MOLO::76,local,plot,"Plot 76, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2042
KAPSITA_MOLO::77,local,plot,"Plot 77, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2043
KAPSITA_MOLO::78,local,plot,"Plot 78, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2044
KAPSITA_MOLO::786,local,plot,"Plot 786, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2788
KAPSITA_MOLO::787,local,plot,"Plot 787, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2789|annex_07_nakuru_kapsita_molo_forest_excision_2790|annex_07_nakuru_kapsita_molo_forest_excision_2791|annex_07_nakuru_kapsita_molo_forest_excision_2792
KAPSITA_MOLO::788,local,plot,"Plot 788, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2793|annex_07_nakuru_kapsita_molo_forest_excision_2794|annex_07_nakuru_kapsita_molo_forest_excision_2795|annex_07_nakuru_kapsita_molo_forest_excision_2796
KAPSITA_MOLO::789,local,plot,"Plot 789, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2797|annex_07_nakuru_kapsita_molo_forest_excision_2798|annex_07_nakuru_kapsita_molo_forest_excision_2799|annex_07_nakuru_kapsita_molo_forest_excision_2800
KAPSITA_MOLO::79,local,plot,"Plot 79, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2045
KAPSITA_MOLO::790,local,plot,"Plot 790, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2801|annex_07_nakuru_kapsita_molo_forest_excision_2802|annex_07_nakuru_kapsita_molo_forest_excision_2803|annex_07_nakuru_kapsita_molo_forest_excision_2804
KAPSITA_MOLO::791,local,plot,"Plot 791, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2805|annex_07_nakuru_kapsita_molo_forest_excision_2806|annex_07_nakuru_kapsita_molo_forest_excision_2807|annex_07_nakuru_kapsita_molo_forest_excision_2808
KAPSITA_MOLO::792,local,plot,"Plot 792, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2809|annex_07_nakuru_kapsita_molo_forest_excision_2810|annex_07_nakuru_kapsita_molo_forest_excision_2811|annex_07_nakuru_kapsita_molo_forest_excision_2812
KAPSITA_MOLO::793,local,plot,"Plot 793, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2813|annex_07_nakuru_kapsita_molo_forest_excision_2814|annex_07_nakuru_kapsita_molo_forest_excision_2815|annex_07_nakuru_kapsita_molo_forest_excision_2816
KAPSITA_MOLO::794,local,plot,"Plot 794, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2817
KAPSITA_MOLO::795,local,plot,"Plot 795, Kapsita Molo Forest Excision Scheme",4,2,,annex_07_nakuru_kapsita_molo_forest_excision_2818|annex_07_nakuru_kapsita_molo_forest_excision_2819|annex_07_nakuru_kapsita_molo_forest_excision_2820|annex_07_nakuru_kapsita_molo_forest_excision_2821
KAPSITA_MOLO::796,local,plot,"Plot 796, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2822
KAPSITA_MOLO::797,local,plot,"Plot 797, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2823
KAPSITA_MOLO::798,local,plot,"Plot 798, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2824
KAPSITA_MOLO::799,local,plot,"Plot 799, Kapsita Molo Forest Excision Scheme",5,2,,annex_07_nakuru_kapsita_molo_forest_excision_2825|annex_07_nakuru_kapsita_molo_forest_excision_2826|annex_07_nakuru_kapsita_molo_forest_excision_2827|annex_07_nakuru_kapsita_molo_forest_excision_2828|annex_07_nakuru_kapsita_molo_forest_excision_2829
KAPSITA_MOLO::8,local,plot,"Plot 8, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_1958
KAPSITA_MOLO::80,local,plot,"Plot 80, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2046
KAPSITA_MOLO::800,local,plot,"Plot 800, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2830
KAPSITA_MOLO::801,local,plot,"Plot 801, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2831
KAPSITA_MOLO::81,local,plot,"Plot 81, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2047
KAPSITA_MOLO::82,local,plot,"Plot 82, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2048
KAPSITA_MOLO::83,local,plot,"Plot 83, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2049
KAPSITA_MOLO::84,local,plot,"Plot 84, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2050|annex_07_nakuru_kapsita_molo_forest_excision_2051
KAPSITA_MOLO::85,local,plot,"Plot 85, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2052
KAPSITA_MOLO::86,local,plot,"Plot 86, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2053
KAPSITA_MOLO::87,local,plot,"Plot 87, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2054
KAPSITA_MOLO::88,local,plot,"Plot 88, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2055
KAPSITA_MOLO::89,local,plot,"Plot 89, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2056
KAPSITA_MOLO::9,local,plot,"Plot 9, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_1959
KAPSITA_MOLO::90,local,plot,"Plot 90, Kapsita Molo Forest Excision Scheme",2,2,,annex_07_nakuru_kapsita_molo_forest_excision_2057|annex_07_nakuru_kapsita_molo_forest_excision_2058
KAPSITA_MOLO::91,local,plot,"Plot 91, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2059
KAPSITA_MOLO::92,local,plot,"Plot 92, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2061
KAPSITA_MOLO::93,local,plot,"Plot 93, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2063
KAPSITA_MOLO::94,local,plot,"Plot 94, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2064
KAPSITA_MOLO::95,local,plot,"Plot 95, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2065
KAPSITA_MOLO::96,local,plot,"Plot 96, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2066
KAPSITA_MOLO::97,local,plot,"Plot 97, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2067
KAPSITA_MOLO::98,local,plot,"Plot 98, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2068
KAPSITA_MOLO::99,local,plot,"Plot 99, Kapsita Molo Forest Excision Scheme",1,2,,annex_07_nakuru_kapsita_molo_forest_excision_2069
KARATINA::658,local,plot,"Plot 658, KARATINA",1,1,Revoke,annex_27_kenya_industrial_estates_3315
KARATINA::667,local,plot,"Plot 667, KARATINA",1,1,Revoke,annex_27_kenya_industrial_estates_3316
KARATINA::682,local,plot,"Plot 682, KARATINA",1,1,Revoke,annex_27_kenya_industrial_estates_3317
KARATINA::683,local,plot,"Plot 683, KARATINA",1,1,Revoke,annex_27_kenya_industrial_estates_3318
KARATINA::688,local,plot,"Plot 688, KARATINA",1,1,Revoke,annex_27_kenya_industrial_estates_3319
KARBARNET::246,local,plot,"Plot 246, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3473
KARBARNET::247,local,plot,"Plot 247, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3474
KARBARNET::248,local,plot,"Plot 248, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3475
KARBARNET::249,local,plot,"Plot 249, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3476
KARBARNET::250,local,plot,"Plot 250, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3477
KARBARNET::251,local,plot,"Plot 251, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3478
KARBARNET::252,local,plot,"Plot 252, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3479
KARBARNET::253,local,plot,"Plot 253, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3480
KARBARNET::255,local,plot,"Plot 255, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3481
KARBARNET::256,local,plot,"Plot 256, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3482
KARBARNET::257,local,plot,"Plot 257, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3483
KARBARNET::258,local,plot,"Plot 258, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3484
KARBARNET::259,local,plot,"Plot 259, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3485
KARBARNET::260,local,plot,"Plot 260, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3486
KARBARNET::261,local,plot,"Plot 261, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3487
KARBARNET::262,local,plot,"Plot 262, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3488
KARBARNET::263,local,plot,"Plot 263, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3489
KARBARNET::264,local,plot,"Plot 264, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3490
KARBARNET::265,local,plot,"Plot 265, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3491
KARBARNET::266,local,plot,"Plot 266, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3492
KARBARNET::267,local,plot,"Plot 267, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3493
KARBARNET::268,local,plot,"Plot 268, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3494
KARBARNET::269,local,plot,"Plot 269, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3495
KARBARNET::270,local,plot,"Plot 270, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3496
KARBARNET::271,local,plot,"Plot 271, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3497
KARBARNET::272,local,plot,"Plot 272, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3498
KARBARNET::273,local,plot,"Plot 273, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3499
KARBARNET::274,local,plot,"Plot 274, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3500
KARBARNET::275,local,plot,"Plot 275, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3501
KARBARNET::276,local,plot,"Plot 276, KARBARNET",1,1,Revoke,annex_27_kenya_industrial_estates_3502
